Course Name,tags
copyright multimedia,copyrightformultimediabeginnercopyrightquestionsaboutdifferentformatsdataimagesmusicandvideocanbeespeciallydifficultsometimesthelawspecificallydistinguishesbetweenthesedifferentformatsandinmostcasestherearemediaspecificconsiderationsthatimpactacopyrightanalysisinthiscoursewewilllookatfourdifferentmediapayingspecialattentiontotheuniqueissuesforeachoneandthekindsofinformationthatisimportantwhenmakingcopyrightdecisionsforeachtypeofmaterialwewillworkthroughfairuseissuesforeachmultimediaformatlookatformatspecificexceptionsinthelawandconsideruniqueissuesforseekingpermissionforfilmmusicimagesanddataattheendofthiscourseparticipantswillhaveadeeperunderstandingofhowtoapplyourframeworkformakingcopyrightdecisionsandwillbemorecomfortablewithassessingmultimediaissuestheywillhavegainedmoreandmorediverseexperienceforconsideringfairuseanalysisfilmvisualartsvideoeditingmusicmultimediamedialawaffordancecopyeditinglawartsandhumanitiesmusicandart
algorithm graph,algorithmsongraphsintermediateifyouhaveeverusedanavigationservicetofindoptimalrouteandestimatetimetodestinationyouveusedalgorithmsongraphsgraphsariseinvariousrealworldsituationsasthereareroadnetworkscomputernetworksandmostrecentlysocialnetworksifyourelookingforthefastesttimetogettoworkcheapestwaytoconnectsetofcomputersintoanetworkorefficientalgorithmtoautomaticallyfindcommunitiesandopinionleadersinfacebookyouregoingtoworkwithgraphsandalgorithmsongraphsinthiscourseyouwillfirstlearnwhatagraphisandwhataresomeofthemostimportantpropertiesthenyoulllearnseveralwaystotraversegraphsandhowyoucandousefulthingswhiletraversingthegraphinsomeorderwewillthentalkaboutshortestpathsalgorithmsfromthebasiconestothosewhichopendoorfortimesfasteralgorithmsusedingooglemapsandothernavigationalservicesyouwillusethesealgorithmsifyouchoosetoworkonourfastshortestroutesindustrialcapstoneprojectwewillfinishwithminimumspanningtreeswhichareusedtoplanroadtelephoneandcomputernetworksandalsofindapplicationsinclusteringandapproximatealgorithmspathvariablegraphsgraphtheorydijkstrasalgorithmgraphtraversalshortestpathproblembellmanfordalgorithmtreetraversalgraphalgorithmsalgorithmscomputersciencealgorithms
getting started sa programming,gettingstartedwithsasprogrammingbeginnerthiscourseisforuserswhowanttolearnhowtowritesasprogramstoaccessexploreprepareandanalyzedataitistheentrypointtolearningsasprogrammingfordatasciencemachinelearningandartificialintelligenceitisaprerequisitetomanyothersascoursesbytheendofthiscourseyouwillknowhowtousesasstudiotowriteandsubmitsasprogramsthataccesssasmicrosoftexcelandtextdatayouwillknowhowtoexploreandvalidatedatapreparedatabysubsettingrowsandcomputingnewcolumnsanalyzeandreportondataexportdataandresultstootherformatsusesqlinsastoqueryandjointablesprerequisiteslearnersshouldhaveexperienceusingcomputersoftwarespecificallyyoushouldbeabletounderstandfilestructuresandsystemcommandsonyouroperatingsystemsandaccessdatafilesonyouroperatingsystemsnopriorsasexperienceisneededsoftwarecomputerprogramminglanguageportabledocumentformatdataanalysisprobabilitydensityfunctiongeneralstatisticssqlanalysissassoftwaredatasciencedataanalysis
construction scheduling,constructionschedulingbeginnerlearnerswilldiscoverthekeyprojectschedulingtechniquesandproceduresincludinghowtocreateanetworkdiagramhowtodefinetheimportanceofthecriticalpathinaprojectnetworkanddefiningprojectactivitiesfloatalsocoveredarethefundamentalsofbarchartsprecedencediagramsactivityonarrowpertrangeestimatingandlinearprojectoperationsandthelineofbalanceplanningleadershipandmanagementscheduleprojectmanagementscheduleprojectmanagementriskprojectlinearitypathvariablelinearschedulingmethodbusinessbusinessstrategy
data science business innovation,datascienceforbusinessinnovationadvancedthecourseisacompendiumofthemusthaveexpertiseindatascienceforexecutiveandmiddlemanagementtofosterdatadriveninnovationitconsistsofintroductorylecturesspanningbigdatamachinelearningdatavalorizationandcommunicationtopicscovertheessentialconceptsandintuitionsondataneedsdataanalysismachinelearningmethodsrespectiveprosandconsandpracticalapplicabilityissuestthecoursecoversterminologyandconceptstoolsandmethodsusecasesandsuccessstoriesofdatascienceapplicationsthecourseexplainswhatisdatascienceandwhyitissohypeditdiscussesthevaluethatdatasciencecancreatethemainclassesofproblemsthatdatasciencecansolvethedifferenceisbetweendescriptivepredictiveandprescriptiveanalyticsandtherolesofmachinelearningandartificialintelligencefromamoretechnicalperspectivethecoursecoverssupervisedunsupervisedandsemisupervisedmethodsandexplainswhatcanbeobtainedwithclassificationclusteringandregressiontechniquesitdiscussestheroleofnosqldatamodelsandtechnologiesandtheroleandimpactofscalablecloudbasedcomputationplatformsalltopicsarecoveredwithexamplebasedlecturesdiscussingusecasessuccessstoriesandrealisticexamplesstatisticalclassificationmachinelearningbigdatadataanalysislinearregressionrecommendersystemslinearityanalysiscomputerprogrammingmachinelearningalgorithmsdatasciencedataanalysis
emergency care pregnancy infant child,emergencycarepregnancyinfantsandchildrenintermediatewelcometothefinalcourseoflecturesinyourquesttomasteremtbasicsinthiscoursewewillcoversomeofthehigheststresspatientpopulationspregnantpatientsandkidsalsoknownaspediatricstowrapupyouremtknowledgewewillendthiscoursewithinformationabouthazmatsituationsextricatingpatientsfromtightspotsandfinallyhowyouwriteanoteaboutyourpatientcareyouwilllearntoensureitcommunicateswhatyourassessmentofthepatientwaswhatinterventionsyouperformedandwhyyoudidthemyouwillbuildonyourknowledgeofanatomypatientassessmentandscenesafetytodevelopanapproachtothesenewpatientpopulationswewillwalkthroughthethingsthatmakepregnantpatientsandpediatricpatientsdifferentbutalsowhatmakesthemthesameasallthepatientsyoucareforprepareyourselfforsomenoisykidssomeuncomfortablemomsandhopefullyalotoffunlearningnewthingschildabuseanatomymedicaldevicepediatricspatientemergencymedicaldevicespregnancychildscopeofpracticelifesciencespatientcare
nursing informatics leadership theory practice,nursinginformaticsleadershiptheoryandpracticebeginnerbytheendofthiscourseyouwillbeabletotevaluateeffectiveleadershipstylesforleadershipinnursinginformaticsinclinicaloracademiccontextstoimproveleadershipsuccesstdiscovercorevaluesthatsupporteffectivenursinginformaticsleadershipinacademicandclinicalcontextstoinformdevelopmentofapersonalleadershipmissionstatementtdiscovercompetingvaluesandpolaritiesrelatedtoknowledgeleadershipandmanagementtopromotesuccessfulleadershipcollaborationtdetermineyourpersonalinformaticsleadershipstylebasedonresultsfromtheminnesotainformaticsleadershipinventorytoinformsuccessfulleadershippracticetdiscussthevalueandimportanceofforesightleadershipinnursinginformaticstoanticipatetrendsandconsequencesthatarelikelytotransformthelearninghealthcaresystemcreativityinformaticssemigroupactionnursingorganizingmanagementawarenessleadershipstylenursinginformaticsleadershipandmanagementleadershipdatasciencedataanalysis
data privacy fundamental,dataprivacyfundamentalsbeginnerthiscourseisdesignedtointroducedataprivacytoawideaudienceandhelpeachparticipantseehowdataprivacyhasevolvedasacompellingconcerntopublicandprivateorganizationsaswellasindividualsinthiscourseyouwillhearfromlegalandtechnicalexpertsandpractitionerswhoencounterdataprivacyissuesdailythiscoursewillreviewtheoriesofdataprivacyaswellasdataprivacyinthecontextofsocialmediaandartificialintelligenceitwillalsoexploredataprivacyissuesinjournalismsurveillancenewtechnologieslikefacialrecognitionandbiometricscompletionofthecoursewillenabletheparticipanttobeeligibleforcpecreditinformationprivacydatagovernancelawpersonallyidentifiableinformationpersonaladvertisementdataprotectionvertrueprivacyinternetofthingsdatasecurityinformationtechnologysecurity
problem solving python programming video game,problemsolvingpythonprogrammingandvideogamesadvancedthiscourseisanintroductiontocomputerscienceandprogramminginpythonuponsuccessfulcompletionofthiscourseyouwillbeabletotakeanewcomputationalproblemanddevelopaplantosolveitthroughproblemunderstandinganddecompositionfollowadesigncreationprocessthatincludesspecificationsalgorithmsandtestingcodetestanddebugaprograminpythonbasedonyourdesignimportantcomputerscienceconceptssuchasproblemsolvingcomputationalthinkingproblemdecompositionalgorithmsabstractionandsoftwarequalityareemphasizedthroughoutthepythonprogramminglanguageandvideogamesareusedtodemonstratecomputerscienceconceptsinaconcreteandfunmannerhoweveralearnercantaketheknowledgeandskillsfromthiscourseandapplythemtonongameproblemsotherprogramminglanguagesandothercomputersciencecoursesyoudonotneedanypreviousprogrammingpythonorvideogameexperiencehoweversomecomputerskillsegmousekeyboarddocumenteditingknowledgeofalgebraattentiontodetailaswithmanytechnicalsubjectsandajustgiveitatryspiritwillbekeystoyoursuccessdespitetheuseofvideogamesforalltheprogrammingexamplespvgisnotaboutcomputergamespvgwillstillprovidevaluableknowledgeandskillsfornongamecomputationalproblemstheinteractivelearningobjectsiloofthecourseprovideautomaticcontextspecificguidanceandfeedbacklikeavirtualteachingassistantasyoudevelopproblemdescriptionsalgorithmsandfunctionaltestplansthecourseforumswillbesupportedbythecreatorsofthecoursetohelpyousucceedallvideosassessmentsandilosareavailablefreeofchargethereisanoptionalcertificateavailableforafeemodulooperationintrinsicfunctiontestplangameprogrammingpygamecomputerprogrammingpythonprogrammingsubroutineproblemsolvingfeatureselectioncomputersciencesoftwaredevelopment
learning technology foundation application,learningtechnologiesfoundationsandapplicationsintermediatethiscourselearningtechnologiesfoundationsandapplicationsisoneofthetwofourweekmooccoursesthatformpartofinstructionaldesignmastertrackcertificateaftercompletingthecourseyouwillbeabletotidentifysuitablelearningtechnologyapplicationsforproblemsolvingtaskstevaluatelearningtechnologysolutionsbasedoncognitiveloadtheoryandrelatedmultimedialearningdesignmodelstjustifytheselectionoflearningtechnologiesforsolvingorganizationalproblemsbasedonevidenceandbestpracticespsychologieseducationalassessmentonlinelearningevolutioninstructionaldesigneducationrepurposingmachinelearningonlinemachinelearningtraininganddevelopmentsocialscienceseducation
high performance collaboration leadership teamwork negotiation,highperformancecollaborationleadershipteamworkandnegotiationconversantareleadersbornormadelearntheessentialskillstodevelopandexpandyourleadershiprepertoiredesignteamsforcollaborationandcraftwinwinnegotiationstrategieshighperformancecollaborationleadershipteamworkandnegotiationfocusesonleadershipteamworkandnegotiationstudentswillengageinselfassessmentstoanalyzetheirleadershipstyledevelopteamcharterstooptimizetheirgroupsanddevelopagameplanforeffectivenegotiationrecurringcoursesessionsrepeateveryweeksonmondaywithanenrollmentperiodofdaysleadershipdevelopmentnegotiationleadershipcollaborationteammanagementstrategicleadershipleadershipandmanagementleadershipstyleteambuildingcommunicationbusinessleadershipandmanagement
bridging healthcare society,bridginghealthcareandsocietynot calibratedincontemporarysocietieshealthcareisakeysocialinstitutethataddressestheissuesofmaintenanceandimprovementofcitizenshealthwhilepopulationhealthislargelyproducedoutsideofhealthcaresettingsthemselvesthefunctioningofhealthcareincludingdiagnosistreatmentandpreventionofillnessinjuryandotherimpairmentsisessentialforpeopleswellbeingyethealthcarecanbeandoftenisinsufficientlyaccessibleresponsiveandefficientfordifferentmembersofsocietyhowcanhealthcareprovisionandsocietybebridgedthroughtheexplorationofacombinationoftheoreticalandpracticalperspectivesthisonlinecoursehighlightsthenecessityofadialogueandcollaborationbetweenhealthcareprofessionalspatientsandthepublicatlargecourseparticipantswillcriticallyexplorechallengesposedbydisjuncturesbetweenhealthcareandsocietyanalyzebothbenefitsandunintendedconsequencesofbridgingthetwoandproposewaystoaccomplishthebridginginpracticeofhealthcareprovisionaftercompletionofthiscourseyouwillbeabletotrecognizedisjuncturesbetweenhealthcareprovisionandsocietytbeawareofconsequencesofdisjuncturesbetweenhealthcareprovisionandsocietytidentifyopportunitiesforbridginghealthcareprovisionandsocietyusingabiosocialapproachtohealthtanalyzecasesofdisjuncturesbetweenhealthcareprovisionandsocietyandproposeopportunitiesforbridgingtrecognizethehistoricaltrendsofscientificationprofessionalizationandmedicalizationintherelationsbetweenmedicinehealthcareandsocietythiscoursewasdevelopedbyaconsortiumoffiveuniversitiesmaastrichtuniversitynationalresearchtomskstateuniversitynationaluniversityofkyivmohylaacademynationalpirogovmemorialmedicaluniversityvinnytsyaandsiberianstatemedicaluniversitywithintheframeworkofbihsenaprojectbihsenastandsforbridginginnovationshealthandsocietieseducationalcapacitybuildingintheeasterneuropeanneighbouringareasbihsenaprojecthasbeenfundedwithsupportfromtheeuropeancommissionthiscoursereflectstheviewsonlyoftheauthorsandthecommissioncannotbeheldresponsibleforanyusewhichmaybemadeoftheinformationcontainedthereinmedicalpracticebehaviormedicinemedicalizationorderedpairenablingpatientpublichealtheverydaylifehealthcarelifesciencespublichealth
secure networked system firewall id,securenetworkedsystemwithfirewallandidsintermediateinthismoocwewillfocusonlearninghownetworksystemsaresecuredusingfirewallsandidsthiswillincludeunderstandingthebasiccomponentsofnetworksecurityconstructingadualfirewalldmzanddefiningsecuritypoliciestoimplementandenforcetheserulesbuildingupontheselessonswewillgoindepthonthepopularlinuxfirewallfinallywewilllearnaboutnetworkidsandhostidsincludingadeepdiveintosnortstatefulfirewallportingnetworksecurityfirewallcomputingnetworkaddresstranslationsecurityevaluationsecuritydesignperformancefiletransferprotocolcomputersciencecomputersecurityandnetworks
advanced app development android capstone,advancedappdevelopmentinandroidcapstonebeginnerthiscapstoneprojecthasbeendesignedasanopportunitytopracticewhatyouhavelearnedinthefirstcoursesofthisspecialisationthiscapstoneprojectconsistsofassignmentsyouwillhavetodevelopanimmersiveandroidappwiththeusedgraphicssensorcontrolandvrforthefirstassignmentyouwillhavetodevelopavirtualartgalleryusingtheandroidcanvasdrawingfunctionsintroducedincourseintroductiontoandroidgraphicsthesecondassignmententailsthedesignanddevelopmentofavirtualdartgallerybasedonopenglesapplyingtheknowledgeandskillsacquiredincourseandroidgraphicswithopenglesforthethirdassignmentyouwillcreateavirtualrealityappwithyourdartgalleryusingadvancedtechniqueslikeintroducingsensorcontrolanimationsbinocularviewforvrlightingeffectsandtexturemappingbasedontheknowledgeandskillsyoulearnedincoursedgraphicsinandroidsensorsandvrforthefinalsubmissionofthecapstoneprojectwegiveyoutheavenuetocombineyourcreativitywithalltheknowledgeandskillsyougainedinandroidgraphicsprogrammingfromthethreefirstcoursesthiscapstoneisintendedforlearnerswithbasicknowledgeinandroidappdevelopmentseekingtodevelopknowledgeincomputergraphicsandvirtualrealityinandroidthelearnersshouldhavecompletedthecoursesinthisspecialisationiecourseintroductiontoandroidgraphicscourseandroidgraphicswithopenglesandcoursedgraphicsinandroidsensorsandvrbeforestartingthiscapstoneprojecteulerstotientfunctionmobiledevelopmentdcomputergraphicsperspectiveprojectionandroiddevelopmenttableofkeyboardshortcutsinteractivitycomputerprogrammingcomputergraphicsvirtualrealitycomputersciencesoftwaredevelopment
taking safety quality improvement work next level patient safety vii,takingsafetyandqualityimprovementworktothenextlevelpatientsafetyviiintermediateinthisculminatingcourseinthepatientsafetyandqualityimprovementspecializationyouwillapplytheskillsyouhaveacquiredacrosstheprevioussixcoursestoaddressarealisticpatientsafetyissueconfrontingmercygraceabedurbanhospitalthatispartofalargerhospitalsystembasedonthescenarioprovidedyouwillassessthesituationandworkthroughtheproblemusingavarietyoftoolsandstrategiesyouwillhavetheopportunitytoidentifydefectsrootcausesandpotentialmitigationstrategiesyouwillcreateaprojectimplementationplanforaddressingtheissueintheformofanayouwillidentifyrisksofprojectfailureanddesignachangemanagementplanyouwillidentifymeansofconvertingtheprojectfromlocaltosystemwideandyouwillidentifyqualityandsafetymeasurementsthatwillbeusedinevaluatingthesuccessoftheprojectsimplementationchangemanagementpatientprojectprocessfirstdraftofareportontheedvacevaluationpatientsafetyprojectcharterproblemstatementplanninglifesciencespatientcare
